RuleId,Priority,Filter1,Filter2,Filter3,Filter4,OutputValue
4745,573,AAA,BBB,<ANY>,<ANY>,7
4746,169,<ANY>,BBB,AAA,BBB,72
4747,34,CCC,BBB,<ANY>,AAA,34
4748,963,DDD,DDD,CCC,BBB,72
4749,477,CCC,DDD,<ANY>,BBB,35
4750,63,DDD,BBB,DDD,CCC,56
4751,437,CCC,AAA,CCC,BBB,12
4752,214,DDD,CCC,BBB,AAA,29
4753,957,CCC,BBB,BBB,BBB,96
4754,842,DDD,CCC,AAA,CCC,97
4755,435,CCC,BBB,CCC,DDD,88
4756,704,DDD,BBB,CCC,CCC,74
4757,688,<ANY>,CCC,<ANY>,AAA,35
4758,655,BBB,<ANY>,AAA,<ANY>,2
4759,666,DDD,BBB,AAA,CCC,16
4760,642,BBB,CCC,CCC,<ANY>,100
4761,395,BBB,BBB,AAA,CCC,6
4762,14,<ANY>,BBB,BBB,DDD,98
4763,255,DDD,CCC,<ANY>,<ANY>,99
4764,367,DDD,CCC,CCC,DDD,25
4765,297,BBB,BBB,AAA,DDD,89
4766,594,AAA,<ANY>,AAA,CCC,71
4767,64,DDD,AAA,AAA,BBB,12
4768,943,CCC,CCC,AAA,DDD,99
4769,311,BBB,CCC,AAA,DDD,57
4770,185,CCC,<ANY>,DDD,CCC,19
4771,97,BBB,CCC,CCC,DDD,51
4772,879,<ANY>,BBB,CCC,BBB,71
4773,911,DDD,DDD,BBB,DDD,2
4774,195,CCC,DDD,AAA,AAA,80
4775,404,CCC,CCC,BBB,BBB,77
4776,410,DDD,AAA,<ANY>,<ANY>,70
4777,760,DDD,CCC,BBB,DDD,70
4778,931,AAA,DDD,DDD,<ANY>,84
4779,28,BBB,AAA,AAA,<ANY>,20
4780,60,<ANY>,AAA,<ANY>,DDD,68
4781,301,AAA,<ANY>,<ANY>,DDD,46
4782,804,DDD,DDD,CCC,CCC,1
4783,707,AAA,AAA,DDD,BBB,87
4784,16,CCC,CCC,<ANY>,AAA,88
4785,9,<ANY>,DDD,CCC,BBB,84
4786,309,DDD,<ANY>,AAA,AAA,43
4787,229,BBB,<ANY>,<ANY>,BBB,26
4788,887,DDD,CCC,BBB,BBB,100
4789,691,DDD,CCC,DDD,DDD,89
4790,545,BBB,DDD,DDD,DDD,24
4791,320,<ANY>,DDD,DDD,DDD,9
4792,363,<ANY>,CCC,BBB,AAA,96
4793,635,DDD,CCC,BBB,<ANY>,66
4794,671,BBB,DDD,DDD,<ANY>,10
4795,205,AAA,DDD,DDD,CCC,56
4796,299,DDD,DDD,BBB,BBB,98
4797,109,DDD,AAA,<ANY>,BBB,62
4798,153,DDD,BBB,AAA,BBB,95
4799,251,CCC,CCC,BBB,DDD,85
4800,444,AAA,DDD,AAA,BBB,51
4801,463,CCC,BBB,BBB,AAA,51
4802,329,BBB,CCC,AAA,<ANY>,3
4803,705,<ANY>,BBB,DDD,DDD,93
4804,793,BBB,CCC,DDD,<ANY>,85
4805,29,DDD,CCC,<ANY>,BBB,50
4806,370,DDD,CCC,AAA,CCC,54
4807,52,<ANY>,DDD,CCC,DDD,44
4808,677,BBB,BBB,DDD,BBB,24
4809,135,AAA,BBB,DDD,BBB,14
4810,92,AAA,DDD,<ANY>,DDD,59
4811,195,BBB,DDD,CCC,BBB,89
4812,483,CCC,DDD,DDD,CCC,57
4813,933,BBB,AAA,BBB,BBB,72
4814,617,DDD,AAA,AAA,AAA,70
4815,82,DDD,BBB,AAA,AAA,16
4816,93,DDD,CCC,BBB,DDD,66
4817,943,CCC,AAA,BBB,CCC,93
4818,636,BBB,AAA,BBB,<ANY>,71
4819,65,AAA,DDD,AAA,AAA,10
4820,814,BBB,<ANY>,<ANY>,AAA,23
4821,269,<ANY>,BBB,BBB,BBB,64
4822,172,<ANY>,CCC,<ANY>,DDD,37
4823,219,AAA,<ANY>,CCC,BBB,95
4824,395,DDD,DDD,AAA,AAA,29
4825,308,DDD,<ANY>,AAA,BBB,93
4826,782,<ANY>,CCC,BBB,DDD,62
4827,378,DDD,CCC,AAA,<ANY>,80
4828,50,<ANY>,BBB,CCC,CCC,52
4829,642,AAA,DDD,<ANY>,BBB,64
4830,66,CCC,BBB,AAA,AAA,75
4831,220,<ANY>,<ANY>,DDD,DDD,14
4832,390,BBB,CCC,DDD,AAA,85
4833,897,<ANY>,<ANY>,DDD,DDD,68
4834,48,CCC,CCC,DDD,AAA,59
4835,524,BBB,AAA,CCC,AAA,61
4836,461,BBB,DDD,AAA,AAA,4
4837,828,<ANY>,DDD,AAA,CCC,25
4838,934,BBB,<ANY>,AAA,BBB,21
4839,909,<ANY>,BBB,AAA,DDD,66
4840,845,<ANY>,CCC,<ANY>,BBB,13
4841,378,DDD,CCC,<ANY>,BBB,74
4842,885,DDD,DDD,<ANY>,CCC,78
4843,500,BBB,CCC,AAA,<ANY>,42
4844,324,<ANY>,<ANY>,AAA,CCC,86
4845,336,CCC,AAA,<ANY>,BBB,12
4846,747,BBB,CCC,AAA,CCC,80
4847,659,BBB,BBB,CCC,BBB,16
4848,868,DDD,DDD,<ANY>,BBB,44
4849,851,BBB,BBB,AAA,DDD,93
4850,555,AAA,CCC,BBB,<ANY>,3
4851,305,CCC,CCC,DDD,CCC,53
4852,966,CCC,DDD,BBB,AAA,5
4853,184,CCC,DDD,DDD,CCC,97
4854,389,BBB,CCC,BBB,<ANY>,29
4855,340,DDD,AAA,<ANY>,<ANY>,47
4856,241,AAA,CCC,CCC,AAA,10
4857,923,CCC,CCC,CCC,DDD,51
4858,632,DDD,CCC,BBB,BBB,92
4859,337,<ANY>,<ANY>,DDD,BBB,85
4860,301,<ANY>,DDD,<ANY>,AAA,66
4861,188,<ANY>,DDD,AAA,CCC,10
4862,906,<ANY>,CCC,<ANY>,BBB,84
4863,290,<ANY>,<ANY>,DDD,AAA,14
4864,749,AAA,AAA,AAA,CCC,79
4865,782,DDD,BBB,BBB,BBB,70
4866,915,AAA,CCC,AAA,DDD,35
4867,513,AAA,AAA,BBB,BBB,46
4868,656,<ANY>,BBB,AAA,DDD,34
4869,337,AAA,CCC,AAA,DDD,24
4870,125,CCC,AAA,DDD,AAA,88
4871,738,BBB,<ANY>,AAA,AAA,91
4872,784,DDD,<ANY>,<ANY>,BBB,20
4873,876,AAA,BBB,BBB,BBB,24
4874,194,AAA,DDD,CCC,AAA,44
4875,328,<ANY>,AAA,<ANY>,CCC,56
4876,610,BBB,DDD,<ANY>,DDD,100
4877,920,AAA,<ANY>,DDD,BBB,90
4878,742,<ANY>,DDD,CCC,CCC,70
4879,238,<ANY>,DDD,BBB,DDD,72
4880,48,DDD,BBB,<ANY>,CCC,63
4881,553,CCC,<ANY>,BBB,<ANY>,61
4882,7,CCC,CCC,CCC,BBB,20
4883,980,<ANY>,<ANY>,BBB,AAA,98
4884,57,AAA,<ANY>,AAA,AAA,90
4885,428,CCC,CCC,CCC,<ANY>,63
4886,607,AAA,CCC,<ANY>,AAA,90
4887,562,<ANY>,<ANY>,AAA,AAA,70
4888,882,AAA,CCC,CCC,CCC,73
4889,263,AAA,CCC,AAA,AAA,43
4890,177,BBB,AAA,DDD,<ANY>,93
4891,456,CCC,AAA,<ANY>,<ANY>,69
4892,234,<ANY>,AAA,BBB,BBB,4
4893,954,<ANY>,<ANY>,<ANY>,BBB,2
4894,255,<ANY>,DDD,AAA,AAA,54
4895,194,DDD,DDD,BBB,BBB,71
4896,49,BBB,CCC,CCC,AAA,88
4897,365,BBB,BBB,DDD,AAA,9
4898,732,DDD,AAA,BBB,BBB,57
4899,360,CCC,<ANY>,BBB,<ANY>,35
4900,669,DDD,AAA,DDD,DDD,60
4901,146,<ANY>,AAA,DDD,AAA,95
4902,415,<ANY>,AAA,CCC,<ANY>,89
4903,923,AAA,AAA,CCC,<ANY>,53
4904,135,AAA,BBB,BBB,BBB,21
4905,851,<ANY>,CCC,CCC,AAA,37
4906,190,CCC,CCC,<ANY>,BBB,2
4907,167,<ANY>,CCC,DDD,CCC,1
4908,740,AAA,DDD,CCC,<ANY>,33
4909,584,<ANY>,CCC,BBB,BBB,7
4910,202,BBB,BBB,BBB,BBB,93
4911,766,DDD,CCC,DDD,CCC,64
4912,949,CCC,BBB,CCC,CCC,56
4913,13,AAA,AAA,AAA,BBB,27
4914,31,DDD,AAA,<ANY>,<ANY>,68
4915,922,AAA,DDD,CCC,CCC,90
4916,67,BBB,AAA,<ANY>,CCC,14
4917,798,BBB,CCC,BBB,CCC,81
4918,751,AAA,DDD,<ANY>,DDD,66
4919,858,<ANY>,<ANY>,<ANY>,BBB,40
4920,685,AAA,BBB,<ANY>,BBB,18
4921,707,CCC,BBB,BBB,<ANY>,80
4922,373,AAA,<ANY>,BBB,DDD,80
4923,670,CCC,BBB,CCC,BBB,41
4924,821,DDD,AAA,DDD,<ANY>,100
4925,274,DDD,DDD,DDD,<ANY>,39
4926,803,BBB,CCC,CCC,BBB,14
4927,361,AAA,<ANY>,<ANY>,CCC,70
4928,655,AAA,CCC,DDD,DDD,42
4929,34,AAA,BBB,<ANY>,AAA,50
4930,539,DDD,DDD,BBB,BBB,18
4931,616,BBB,CCC,<ANY>,AAA,3
4932,188,DDD,<ANY>,BBB,CCC,6
4933,132,DDD,AAA,AAA,BBB,73
4934,280,AAA,DDD,DDD,DDD,9
4935,980,CCC,BBB,DDD,CCC,59
4936,513,CCC,AAA,CCC,BBB,1
4937,866,CCC,DDD,<ANY>,DDD,61
4938,532,AAA,AAA,CCC,CCC,81
4939,725,CCC,AAA,DDD,<ANY>,21
4940,550,DDD,AAA,DDD,DDD,50
4941,131,AAA,BBB,<ANY>,CCC,24
4942,528,<ANY>,CCC,CCC,DDD,33
4943,519,<ANY>,AAA,<ANY>,CCC,19
4944,653,CCC,BBB,BBB,AAA,81
4945,578,AAA,<ANY>,CCC,AAA,85
4946,610,DDD,<ANY>,BBB,BBB,40
4947,666,<ANY>,CCC,<ANY>,DDD,39
4948,680,AAA,DDD,AAA,DDD,9
4949,79,CCC,CCC,AAA,DDD,76
4950,89,BBB,CCC,AAA,DDD,72
4951,302,BBB,CCC,<ANY>,DDD,58
4952,417,BBB,AAA,DDD,BBB,97
4953,938,BBB,AAA,AAA,DDD,10
4954,274,<ANY>,CCC,AAA,BBB,59
4955,391,CCC,<ANY>,CCC,DDD,41
4956,16,<ANY>,DDD,BBB,BBB,16
4957,642,BBB,AAA,BBB,<ANY>,96
4958,627,DDD,CCC,BBB,<ANY>,17
4959,735,AAA,<ANY>,<ANY>,BBB,65
4960,447,CCC,AAA,AAA,<ANY>,85
4961,716,CCC,BBB,BBB,AAA,69
4962,813,DDD,CCC,<ANY>,AAA,6
4963,976,CCC,DDD,<ANY>,DDD,3
4964,382,AAA,DDD,CCC,AAA,51
4965,342,DDD,<ANY>,DDD,DDD,2
4966,35,<ANY>,CCC,BBB,DDD,55
4967,914,DDD,DDD,AAA,<ANY>,5
4968,351,DDD,CCC,CCC,AAA,84
4969,343,BBB,BBB,DDD,DDD,91
4970,822,CCC,CCC,CCC,<ANY>,92
4971,639,AAA,DDD,AAA,<ANY>,13
4972,748,AAA,<ANY>,CCC,<ANY>,3
4973,526,DDD,AAA,AAA,DDD,15
4974,463,<ANY>,DDD,DDD,BBB,91
4975,583,BBB,DDD,AAA,DDD,38
4976,282,DDD,DDD,CCC,<ANY>,58
4977,951,DDD,CCC,DDD,BBB,81
4978,891,BBB,BBB,<ANY>,AAA,58
4979,508,BBB,BBB,DDD,AAA,46
4980,249,DDD,BBB,DDD,AAA,66
4981,256,CCC,BBB,AAA,BBB,89
4982,832,AAA,AAA,<ANY>,AAA,56
4983,232,BBB,CCC,<ANY>,BBB,91
4984,161,DDD,<ANY>,AAA,DDD,39
4985,310,BBB,CCC,AAA,DDD,84
4986,47,DDD,DDD,AAA,CCC,81
4987,918,AAA,DDD,DDD,<ANY>,94
4988,291,BBB,<ANY>,BBB,DDD,57
4989,908,CCC,<ANY>,BBB,AAA,27
4990,127,DDD,<ANY>,AAA,BBB,38
4991,448,<ANY>,DDD,BBB,CCC,73
4992,97,CCC,<ANY>,DDD,AAA,64
4993,404,CCC,CCC,<ANY>,BBB,88
4994,46,AAA,BBB,CCC,BBB,12
4995,1000,CCC,<ANY>,BBB,AAA,49
4996,153,AAA,CCC,<ANY>,CCC,54
4997,722,AAA,AAA,DDD,BBB,6
4998,465,AAA,DDD,BBB,CCC,89
4999,786,AAA,CCC,CCC,DDD,29
5000,23,<ANY>,AAA,DDD,CCC,26
5001,829,CCC,BBB,AAA,BBB,39
5002,368,AAA,BBB,CCC,AAA,63
5003,262,DDD,AAA,DDD,CCC,95
5004,614,DDD,AAA,<ANY>,AAA,66
5005,171,AAA,<ANY>,BBB,<ANY>,73
5006,876,AAA,DDD,BBB,CCC,6
5007,826,CCC,CCC,BBB,<ANY>,4
5008,112,CCC,CCC,<ANY>,<ANY>,33
5009,272,AAA,CCC,CCC,BBB,67
5010,111,DDD,DDD,BBB,DDD,76
5011,204,AAA,CCC,DDD,DDD,20
5012,172,DDD,DDD,CCC,CCC,37
5013,81,AAA,CCC,BBB,AAA,45
5014,559,<ANY>,AAA,CCC,DDD,12
5015,741,DDD,<ANY>,AAA,<ANY>,50
5016,984,CCC,BBB,BBB,BBB,68
5017,30,<ANY>,<ANY>,CCC,DDD,81
5018,663,DDD,AAA,DDD,DDD,74
5019,900,AAA,AAA,<ANY>,BBB,14
5020,957,CCC,<ANY>,BBB,CCC,46
5021,988,AAA,<ANY>,BBB,AAA,41
5022,186,DDD,AAA,BBB,AAA,58
5023,906,DDD,<ANY>,BBB,DDD,94
5024,549,AAA,DDD,<ANY>,AAA,26
5025,817,AAA,AAA,BBB,AAA,36
5026,801,AAA,AAA,DDD,AAA,91
5027,49,DDD,BBB,<ANY>,BBB,19
5028,945,AAA,BBB,<ANY>,AAA,60
5029,53,BBB,AAA,DDD,DDD,90
5030,336,<ANY>,AAA,AAA,AAA,65
5031,116,BBB,CCC,<ANY>,CCC,44
5032,84,CCC,AAA,<ANY>,BBB,35
5033,435,BBB,CCC,CCC,<ANY>,57
5034,156,CCC,CCC,BBB,AAA,97
5035,74,CCC,<ANY>,AAA,AAA,47
5036,2,CCC,AAA,DDD,AAA,14
5037,307,CCC,BBB,CCC,<ANY>,69
5038,912,CCC,CCC,CCC,<ANY>,19
5039,855,BBB,<ANY>,DDD,DDD,24
5040,166,BBB,CCC,AAA,AAA,72
5041,736,CCC,CCC,AAA,CCC,27
5042,178,BBB,DDD,CCC,CCC,49
5043,502,<ANY>,DDD,DDD,CCC,20
5044,210,AAA,<ANY>,AAA,CCC,100
5045,313,BBB,BBB,DDD,CCC,58
5046,486,BBB,CCC,BBB,<ANY>,75
5047,590,CCC,AAA,BBB,DDD,58
5048,112,CCC,AAA,BBB,AAA,62
5049,761,<ANY>,BBB,BBB,BBB,44
5050,224,DDD,AAA,CCC,<ANY>,58
5051,727,DDD,DDD,<ANY>,DDD,55
5052,261,BBB,BBB,BBB,DDD,100
5053,279,CCC,DDD,BBB,<ANY>,4
5054,53,AAA,CCC,AAA,CCC,93
5055,222,AAA,AAA,<ANY>,DDD,18
5056,939,AAA,CCC,AAA,BBB,39
5057,64,DDD,DDD,BBB,DDD,1
5058,976,BBB,<ANY>,CCC,<ANY>,37
5059,675,<ANY>,DDD,CCC,DDD,75
5060,72,CCC,BBB,AAA,AAA,55
5061,789,<ANY>,CCC,DDD,BBB,62
5062,407,AAA,CCC,DDD,<ANY>,69
5063,779,<ANY>,AAA,CCC,DDD,55
5064,839,AAA,<ANY>,DDD,AAA,80
5065,486,CCC,CCC,DDD,<ANY>,74
5066,69,<ANY>,BBB,AAA,CCC,84
5067,464,CCC,<ANY>,AAA,AAA,64
5068,540,<ANY>,BBB,DDD,BBB,27
5069,961,DDD,CCC,BBB,BBB,6
5070,469,AAA,AAA,<ANY>,<ANY>,93
5071,778,<ANY>,<ANY>,BBB,DDD,91
5072,688,AAA,DDD,AAA,DDD,39
5073,232,<ANY>,CCC,DDD,DDD,34
5074,142,CCC,<ANY>,CCC,DDD,43
5075,327,<ANY>,<ANY>,<ANY>,AAA,97
5076,361,DDD,CCC,<ANY>,DDD,95
5077,809,<ANY>,CCC,CCC,DDD,41
5078,904,CCC,DDD,DDD,CCC,98
5079,864,DDD,CCC,DDD,<ANY>,21
5080,480,CCC,BBB,BBB,BBB,9
5081,80,DDD,CCC,<ANY>,BBB,25
5082,857,AAA,<ANY>,DDD,BBB,40
5083,725,BBB,BBB,<ANY>,AAA,55
5084,664,BBB,DDD,BBB,<ANY>,47
5085,639,AAA,CCC,AAA,<ANY>,91
5086,556,AAA,DDD,BBB,DDD,59
5087,916,<ANY>,<ANY>,<ANY>,BBB,85
5088,161,BBB,AAA,AAA,AAA,12
5089,439,<ANY>,DDD,BBB,<ANY>,78
5090,824,AAA,<ANY>,BBB,CCC,17
5091,351,BBB,DDD,DDD,DDD,3
5092,482,<ANY>,BBB,CCC,<ANY>,15
5093,910,DDD,DDD,DDD,AAA,33
5094,411,AAA,AAA,<ANY>,DDD,33
5095,770,AAA,<ANY>,BBB,CCC,76
5096,547,<ANY>,DDD,<ANY>,<ANY>,58
5097,931,AAA,AAA,BBB,CCC,34
5098,775,AAA,BBB,<ANY>,BBB,46
5099,894,DDD,BBB,CCC,BBB,54
5100,766,DDD,<ANY>,CCC,DDD,70
5101,759,DDD,DDD,DDD,BBB,65
5102,750,CCC,AAA,DDD,BBB,8
5103,834,<ANY>,<ANY>,DDD,AAA,81
5104,442,CCC,DDD,CCC,AAA,97
5105,993,BBB,CCC,BBB,BBB,3
5106,287,CCC,<ANY>,<ANY>,<ANY>,97
5107,311,BBB,BBB,<ANY>,AAA,1
5108,734,<ANY>,<ANY>,CCC,CCC,1
5109,350,BBB,AAA,BBB,CCC,73
5110,435,CCC,BBB,CCC,<ANY>,14
5111,540,CCC,CCC,AAA,BBB,84
5112,532,BBB,<ANY>,BBB,CCC,75
5113,541,AAA,AAA,BBB,AAA,92
5114,216,CCC,DDD,BBB,AAA,74
5115,946,CCC,CCC,<ANY>,<ANY>,93
5116,257,AAA,<ANY>,CCC,AAA,59
5117,962,DDD,BBB,CCC,DDD,7
5118,862,BBB,BBB,AAA,<ANY>,84
5119,165,DDD,DDD,DDD,<ANY>,12
5120,347,BBB,AAA,BBB,<ANY>,83
5121,899,CCC,BBB,DDD,<ANY>,90
5122,835,AAA,DDD,DDD,DDD,42
5123,395,AAA,<ANY>,CCC,BBB,27
5124,359,BBB,CCC,DDD,CCC,50
5125,448,AAA,<ANY>,AAA,BBB,79
5126,478,<ANY>,BBB,BBB,AAA,50
5127,265,DDD,DDD,CCC,CCC,88
5128,546,<ANY>,CCC,CCC,BBB,31
5129,77,BBB,<ANY>,<ANY>,BBB,85
5130,917,AAA,CCC,AAA,BBB,13
5131,467,DDD,DDD,BBB,CCC,93
5132,104,AAA,AAA,CCC,<ANY>,46
5133,830,CCC,DDD,<ANY>,BBB,31
5134,865,AAA,AAA,BBB,<ANY>,93
5135,728,AAA,DDD,CCC,CCC,55
5136,885,CCC,CCC,BBB,<ANY>,32
5137,316,DDD,BBB,AAA,DDD,67
5138,522,CCC,BBB,CCC,<ANY>,49
5139,868,CCC,<ANY>,<ANY>,AAA,35
5140,461,AAA,DDD,DDD,<ANY>,48
5141,683,AAA,DDD,DDD,DDD,89
5142,257,BBB,CCC,AAA,DDD,79
5143,285,BBB,<ANY>,AAA,BBB,97
5144,980,AAA,<ANY>,DDD,AAA,40
5145,489,AAA,AAA,DDD,<ANY>,88
5146,920,CCC,CCC,<ANY>,CCC,96
5147,925,CCC,BBB,BBB,CCC,50
5148,486,<ANY>,BBB,DDD,CCC,58
5149,258,<ANY>,<ANY>,CCC,CCC,98
5150,879,BBB,CCC,CCC,CCC,65
5151,703,DDD,BBB,AAA,AAA,70
5152,379,DDD,<ANY>,AAA,BBB,76
5153,983,CCC,AAA,<ANY>,CCC,31
5154,56,AAA,<ANY>,BBB,<ANY>,3
5155,803,DDD,CCC,BBB,BBB,17
5156,817,AAA,<ANY>,DDD,<ANY>,23
5157,984,CCC,BBB,<ANY>,<ANY>,78
5158,816,CCC,<ANY>,<ANY>,<ANY>,33
5159,708,AAA,AAA,DDD,AAA,92
5160,74,AAA,AAA,<ANY>,BBB,60
5161,338,CCC,DDD,CCC,DDD,67
5162,665,DDD,CCC,CCC,CCC,63
5163,143,CCC,CCC,DDD,<ANY>,25
5164,23,BBB,AAA,CCC,AAA,14
5165,657,<ANY>,<ANY>,CCC,<ANY>,97
5166,908,BBB,<ANY>,AAA,<ANY>,16
5167,538,BBB,BBB,BBB,CCC,26
5168,646,<ANY>,CCC,DDD,<ANY>,30
5169,593,CCC,CCC,<ANY>,BBB,47
5170,784,DDD,CCC,BBB,AAA,17
5171,523,AAA,AAA,CCC,AAA,14
5172,286,CCC,<ANY>,<ANY>,AAA,80
5173,88,DDD,AAA,CCC,BBB,57
5174,893,<ANY>,BBB,DDD,BBB,19
5175,475,AAA,BBB,AAA,AAA,97
5176,864,DDD,BBB,BBB,DDD,50
5177,627,AAA,CCC,DDD,AAA,61
5178,403,AAA,<ANY>,BBB,BBB,43
5179,716,DDD,DDD,CCC,AAA,27
5180,500,<ANY>,BBB,<ANY>,BBB,53
5181,946,CCC,<ANY>,AAA,BBB,31
5182,107,AAA,DDD,<ANY>,<ANY>,92
5183,401,<ANY>,DDD,CCC,AAA,85
5184,703,AAA,BBB,CCC,AAA,53
5185,489,DDD,DDD,<ANY>,AAA,24
5186,872,BBB,AAA,CCC,CCC,70
5187,747,DDD,<ANY>,AAA,<ANY>,58
5188,101,DDD,BBB,CCC,<ANY>,52
5189,342,<ANY>,BBB,BBB,<ANY>,82
5190,508,BBB,DDD,CCC,BBB,59
5191,431,DDD,DDD,DDD,<ANY>,66
5192,818,<ANY>,CCC,<ANY>,DDD,24
5193,514,BBB,CCC,BBB,BBB,81
5194,839,CCC,CCC,<ANY>,BBB,5
5195,751,BBB,CCC,<ANY>,<ANY>,79
5196,902,AAA,<ANY>,AAA,<ANY>,74
5197,547,AAA,<ANY>,CCC,AAA,17
5198,463,BBB,BBB,<ANY>,CCC,62
5199,156,AAA,CCC,DDD,AAA,13
5200,11,CCC,BBB,DDD,<ANY>,33
5201,171,AAA,BBB,CCC,BBB,54
5202,664,CCC,AAA,DDD,CCC,33
5203,262,AAA,AAA,DDD,DDD,48
5204,705,AAA,BBB,<ANY>,<ANY>,5
5205,159,AAA,AAA,CCC,CCC,86
5206,237,DDD,<ANY>,<ANY>,AAA,59
5207,818,AAA,BBB,CCC,<ANY>,76
5208,311,AAA,AAA,<ANY>,DDD,2
5209,567,DDD,AAA,BBB,CCC,55
5210,270,CCC,AAA,BBB,DDD,40
5211,312,BBB,AAA,<ANY>,AAA,52
5212,763,<ANY>,CCC,BBB,BBB,48
5213,762,AAA,BBB,<ANY>,AAA,60
5214,243,DDD,DDD,<ANY>,BBB,92
5215,102,BBB,DDD,BBB,AAA,88
5216,393,CCC,<ANY>,<ANY>,CCC,45
5217,14,<ANY>,CCC,BBB,BBB,81
5218,236,AAA,AAA,AAA,DDD,99
5219,418,AAA,<ANY>,CCC,AAA,60
5220,231,<ANY>,DDD,BBB,CCC,66
5221,534,CCC,BBB,DDD,DDD,63
5222,82,AAA,BBB,BBB,AAA,4
5223,124,BBB,BBB,DDD,<ANY>,7
5224,424,AAA,<ANY>,BBB,AAA,62
5225,311,DDD,DDD,CCC,DDD,2
5226,521,CCC,AAA,DDD,DDD,52
5227,871,AAA,AAA,DDD,BBB,34
5228,399,CCC,CCC,BBB,<ANY>,61
5229,798,DDD,BBB,DDD,DDD,63
5230,200,<ANY>,DDD,AAA,DDD,20
5231,685,DDD,AAA,<ANY>,<ANY>,25
5232,8,DDD,AAA,DDD,AAA,35
5233,508,<ANY>,AAA,<ANY>,<ANY>,88
5234,673,DDD,AAA,DDD,<ANY>,1
5235,601,DDD,AAA,BBB,BBB,37
5236,454,<ANY>,DDD,BBB,BBB,38
5237,531,AAA,BBB,<ANY>,DDD,91
5238,293,CCC,BBB,<ANY>,DDD,58
5239,329,<ANY>,BBB,BBB,CCC,2
5240,616,DDD,DDD,CCC,AAA,81
5241,413,CCC,<ANY>,BBB,AAA,29
5242,111,AAA,DDD,AAA,CCC,92
5243,96,DDD,BBB,DDD,AAA,74
5244,369,DDD,BBB,<ANY>,BBB,91
5245,51,AAA,<ANY>,AAA,CCC,30
5246,313,BBB,<ANY>,AAA,BBB,67
5247,294,<ANY>,AAA,BBB,AAA,77
5248,718,DDD,CCC,CCC,AAA,23
5249,188,<ANY>,DDD,AAA,<ANY>,37
5250,459,AAA,BBB,DDD,<ANY>,55
5251,592,<ANY>,CCC,BBB,AAA,91
5252,921,<ANY>,BBB,BBB,<ANY>,56
5253,428,DDD,BBB,DDD,<ANY>,46
5254,102,BBB,BBB,DDD,CCC,23
5255,778,DDD,DDD,AAA,BBB,46
5256,969,DDD,BBB,BBB,<ANY>,46
5257,536,BBB,BBB,BBB,<ANY>,49
5258,764,BBB,CCC,BBB,DDD,6
5259,59,DDD,<ANY>,CCC,CCC,78
5260,613,DDD,CCC,CCC,BBB,91
5261,360,BBB,DDD,BBB,BBB,98
5262,657,<ANY>,CCC,DDD,BBB,15
5263,638,AAA,DDD,<ANY>,DDD,37
5264,520,DDD,DDD,AAA,BBB,47
5265,957,BBB,CCC,AAA,DDD,35
5266,604,AAA,CCC,DDD,CCC,68
5267,926,CCC,BBB,AAA,CCC,16
5268,502,AAA,DDD,AAA,BBB,69
5269,90,DDD,AAA,BBB,<ANY>,72
5270,138,<ANY>,DDD,DDD,CCC,35
5271,29,BBB,<ANY>,DDD,BBB,89
5272,82,<ANY>,AAA,<ANY>,<ANY>,84
5273,827,BBB,BBB,DDD,CCC,45
5274,818,<ANY>,DDD,DDD,DDD,20
5275,85,BBB,AAA,BBB,DDD,25
5276,806,BBB,<ANY>,BBB,CCC,97
5277,316,CCC,AAA,DDD,BBB,86
5278,232,CCC,CCC,BBB,BBB,76
5279,102,DDD,AAA,BBB,AAA,97
5280,373,CCC,CCC,AAA,BBB,60
5281,141,AAA,AAA,<ANY>,BBB,70
5282,686,BBB,DDD,BBB,BBB,50
5283,309,CCC,BBB,AAA,<ANY>,63
5284,335,DDD,BBB,CCC,CCC,76
5285,70,BBB,AAA,AAA,AAA,29
5286,92,<ANY>,<ANY>,AAA,BBB,100
5287,741,AAA,DDD,<ANY>,CCC,44
5288,533,CCC,AAA,<ANY>,CCC,13
5289,544,DDD,AAA,AAA,AAA,22
5290,301,<ANY>,CCC,<ANY>,DDD,4
5291,481,<ANY>,AAA,BBB,BBB,31
5292,667,<ANY>,<ANY>,DDD,<ANY>,29
5293,508,<ANY>,AAA,AAA,CCC,9
5294,94,AAA,DDD,BBB,AAA,84
5295,409,BBB,BBB,DDD,<ANY>,55
5296,686,CCC,BBB,DDD,CCC,18
5297,207,DDD,<ANY>,<ANY>,DDD,87
5298,573,DDD,<ANY>,CCC,AAA,78
5299,439,AAA,DDD,CCC,BBB,71
5300,5,AAA,DDD,AAA,<ANY>,67
5301,484,CCC,AAA,BBB,DDD,72
5302,602,DDD,DDD,CCC,BBB,74
5303,358,AAA,BBB,CCC,BBB,3
5304,670,CCC,DDD,AAA,<ANY>,80
5305,827,<ANY>,AAA,<ANY>,DDD,11
5306,870,<ANY>,DDD,BBB,BBB,12
5307,692,BBB,AAA,DDD,CCC,64
5308,679,DDD,AAA,AAA,BBB,100
5309,551,BBB,AAA,CCC,CCC,23
5310,211,CCC,AAA,CCC,CCC,63
5311,946,AAA,<ANY>,BBB,<ANY>,62
5312,342,AAA,BBB,BBB,DDD,87
5313,138,AAA,<ANY>,CCC,BBB,89
5314,867,DDD,BBB,DDD,AAA,59
